Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated
Second District Brewing Co,1939 S Bancroft St,Philadelphia,PA,19145,"Philadelphia, PA, Philadelphia",seconddistrictbrewing.com/,215-575-5900,BP,,
Second Line Brewing Co,433 N Bernadotte St,New Orleans,LA,70119,"New Orleans, LA, Orleans",www.secondlinebrewing.com/,504-248-8979,BC/TR,,
Second Profession Brewing Co,5846 NE Sandy Blvd,Portland,OR,97213,"Portland, OR, Multnomah",www.secondprofessionbrewing.com/,503-288-5882,BC/TR,,
Second Rodeo Brewing Co,122 E Exchange Ave - Suite 340,Fort Worth,TX,76164,"Fort Worth, TX, Tarrant",secondrodeobrewing.com,817-240-4959,BP,NEW,10/18/2021
Second Salem Brewing Co,111 W Whitewater St,Whitewater,WI,53190,"Whitewater, WI, Walworth",www.secondsalem.com/,262-473-2920,BP,,
Second Self Beer Co,1311 Logan Circle NW,Atlanta,GA,30318,"Atlanta, GA, Fulton",www.secondselfbeer.com/,678-916-8035,BC,,
Second Sin Brewing Co,1500 Grundy Lane,Bristol,PA,19007,"Bristol, PA, Bucks",www.secondsinbrewing.com,267-812-5251,BC/TR,,
Second St Brewery,1814 2nd St,Santa Fe,NM,87505,"Santa Fe, NM, Santa Fe",www.secondstreetbrewery.com/,505-982-3030,BP,,
Second State Brewing Co,203 State St,Cedar Falls,IA,50613,"Cedar Falls, IA, Black Hawk",www.secondstatebrewing.com/,319-240-0692,BC/TR,,
Second Story Brewing Co,117 Chestnut St,Philadelphia,PA,19106,"Philadelphia, PA, Philadelphia",www.2ndstorybrewing.com/,267-314-5770,BP,,
Second Street Rufina Brewery & Taproom,2920 Rufina St,Santa Fe,NM,87507,"Santa Fe, NM, Santa Fe",www.secondstreetbreweryrufina.com,505-982-3030,BP,,
Second Wind Brewing Co,7 Howland St,Plymouth,MA,2360,"Plymouth, MA, Plymouth",www.facebook.com/secondwindbrewing/,508-591-5915,BC/TR,,
Secret Trail Brewing Co,132 Meyers St - #120,Chico,CA,95928,"Chico, CA, Butte",www.facebook.com/secrettrailbrewing,530-487-8151,BC/TR,,
Sedition Brewing Co,208 Laughlin St,The Dalles,OR,97058,"The Dalles, OR, Wasco",www.seditionbrewing.com,541-296-2337,BP,,
Sedona Beer Co,465 Jordan Rd,Sedona,AZ,86336,"Sedona, AZ, Yavapai",www.sedonabeerco.com,928-862-4148,BP,,
Seed The - A Living Beer Project,204 N Delaware Ave,Atlantic City,NJ,8401,"Atlantic City, NJ, Atlantic",theseedbeer.com,609-246-7324,BC/TR,NEW,5/2/2021
Seedstock Brewery,3610 W Colfax Ave,Denver,CO,80204,"Denver, CO, Denver",www.seedstockbrewery.com/,720-476-7831,BC/TR,,
Seery Athlone Brewing Co,1010 W Fullerton Ave,Addison,IL,60101,"Addison, IL, DuPage",www.seeryathlonebrewing.com,331-209-9983,BC,,
Seguin Brewing Co,111 W Gonzales St,Seguin,TX,78155,"Seguin, TX, Guadalupe",www.seguinbrewing.com,210-771-3913,BC/TR,,
Seismic Brewing Co,2870 Duke Court,Santa Rosa,CA,95407,"Santa Rosa, CA, Sonoma",seismicbrewingco.com/,707-544-5996,BC,,
Selins Grove Brewing Co,119 N Market St,Selinsgrove,PA,17870,"Selinsgrove, PA, Snyder",www.selinsgrovebrewing.com/,570-374-7308,BP,,
Selkirk Abbey Brewing Co,6180 E Seltice Way,Post Falls,ID,83854,"Post Falls, ID, Kootenai",www.selkirkabbey.com/,208-292-4901,BC/TR,,
Selvedge Brewing Co,1837 Broadway St,Charlottesville,VA,22902,"Charlottesville, VA, Charlottesville",www.facebook.com/selvedgebrewing,434-270-0555,BP,,
Seminar Brewing Co,1945 W Palmetto St - Suite 348,Florence,SC,29501,"Florence, SC, Florence",www.seminarbrewing.com/,843-665-9200,BC/TR,,
Sena Farm Brewery,151 Buffington Hill Rd,Worthington,MA,1098,"Worthington, MA, Hampshire",www.senafarmbrewery.com,413-896-2627,BC,,
Senate Avenue Brewing Co,16000 Dillard Dr – Suite F,Jersey Village,TX,77040,"Houston, TX, Harris",www.facebook.com/senateave,713-202-6474,BP,,
Seneca Lake Brewing Co,4520 Rte 14,Rock Stream,NY,14878,"Rock Stream, NY, Yates",senecalakebrewing.com/,607-216-8369,BC/TR,,
Seneca Lodge Craft Brewing (Seneca Lodge),3600 Walnut Rd,Watkins Glen,NY,14891,"Watkins Glen, NY, Schuyler",www.senecalodge.com/,607-535-2014,BP,,
Seneca Street Craft Brewpub,315 E Seneca St,Manlius,NY,13104,"Manlius, NY, Onondaga",www.facebook.com/SenecaStreetPub/,315-382-6968,BC/TR,,
Sentinel Peak Brewing Co (Voltron Brewing ),330 S Toole Ave,Tucson,AZ,85701,"Tucson, AZ, Pima",,520-477-7366,BC/TR,,
Sequoia Brewing Co,777 E Olive Ave,Fresno,CA,93728,"Fresno, CA, Fresno",www.sequoiabrewing.com/,559-264-5521,BP,,
Serda Brewing Co - CLOSED 2021,600 Government St,Mobile,AL,36602,"Mobile, AL, Mobile",,251-929-9349,BC/TR,REVISED,7/27/2021
Serious Brewing Co (Rubbin Butts BBQ),116 Caverns Rd,Howes Cave,NY,12092,"Howes Cave, NY, Schoharie",www.seriousbrewingco.com/,518-826-4050,BP,,
Servaes Brewing Co,10921 Johnson Dr,Shawnee,KS,66203,"Shawnee, KS, Johnson",servaesbrewco.com,913-608-5220,BC/TR,,
Service Brewing Co,574 Indian St,Savannah,GA,31401,"Savannah, GA, Chatham",www.servicebrewing.com/,845-242-5355,BC/TR,,
Sessions at the Presidio,1 Letterman Dr - MAY BREW OCCASIONALLY,San Francisco,CA,94129,"San Francisco, CA, San Francisco",www.sessionssf.com/,415-655-9413,BP,,
Settle Down Easy Brewing Co,2822 Fallfax Dr,Falls Church,VA,22042,"Falls Church, VA, Fairfax",www.settledowneasybrewing.com,703-967-3614,BC/TR,,
Settlers Brewing Co,202 E Randolph,Enid,OK,73701,"Enid, OK, Garfield",www.facebook.com/settlersbrewingco,580-297-3014,BC/TR,,
Seven Arrows Brewing Co,2508 Jefferson Hwy - Suite 1,Waynesboro,VA,22980,"Waynesboro, VA, Waynesboro",sevenarrowsbrewing.com/,540-221-6968,BP,,
Seven Bridges Grill & Brewery,9735 Gate Pkwy N,Jacksonville,FL,32246,"Jacksonville, FL, Duval",www.7bridgesgrille.com/,904-997-1999,BP,,
Seven Jars Brewery,6148-B Brookshire Blvd,Charlotte,NC,28216,"Charlotte, NC, Mecklenburg",sevenjars.com/brewery,714-919 0278,BC,,
Seven Saws Brewing Co,1072 Main St,Holden,MA,1520,"Holden, MA, Worcester",www.sevensawsbrewing.com,617-710-3242,BC/TR,,
Seven Sirens Brewing Co,327 Broadway St,Bethlehem,PA,18015,"Bethlehem, PA, Northampton",www.sevensirens.beer,810-627-2337,BC/TR,,
Seven Stills √± Brewery and Distillery,100 Hooper St - Suite 4,San Francisco,CA,94107,"San Francisco, CA, San Francisco",www.sevenstillsofsf.com,760-470-2721,BP,,
Seven Story Brewing Co,604 Pittsford Victor Rd,Pittsford,NY,14534,"Pittsford, NY, Monroe",sevenstorybrewing.com,585-330-5027,BC/TR,,
Seven Tribesmen Brewery,1151 Rte 23 S,Wayne,NJ,7470,"Wayne, NJ, Passaic",www.seventribesmen.com,973-706-7337,BC/TR,,
Sevens Brew Pub (Finger Lakes Gaming & Racetrack),5857 Route 96,Farmington,NY,14425,"Farmington, NY, Ontario",www.fingerlakesgaming.com/dining/sevens-bar,595-924-3232,BP,,
Seventh Son Brewing Co,1101 N Fourth St,Columbus,OH,43201,"Columbus, OH, Franklin",www.seventhsonbrewing.com/,614-421-2337,BC/TR,,
Seventh Tap Brewing Project,2640 Linwood Ave,Shreveport,LA,71103,"Shreveport, LA, Caddo",theseventhtap.com,318-754-4471,BC/TR,NEW,6/22/2021
Severance Brewing Co,701 N Phillips Ave - #110,Sioux Falls,SD,57104,"Sioux Falls, SD, Minnehaha",severancebeer.com,605-216-5480,BC/TR,,
Sew Hop-d Brewery,1 Union Special Plaza - Suite 113,Huntley,IL,60142,"Huntley, IL, McHenry",www.sewhopd.com,815-701-8819,BC/TR,,
Seward Brewing Co,139 4th Ave - SEASONAL,Seward,AK,99664,"Seward, AK, Kenai Peninsula",www.sewardbrewingcompany.com/,907-422-0337,BP,,
Seymour Brewing Co (Brooklyn Pizza Co),753 W 2nd St,Seymour,IN,47274,"Seymour, IN, Jackson",www.thebrooklynpizzacompany.com/the_brewery,812-524-8888,BP,,
Shacketts Brewing Co,26B Central Square,Bristol,NH,3222,"Bristol, NH, Grafton",www.facebook.com/ShackettsBrewingCompany/,603-217-7730,BC/TR,,
Shade Tree Brewing Co,19305 Indian Summer Rd,Bend,OR,97702,"Bend, OR, Deschutes",shadetreebrewing.com,603-217-0074,BC,,
Shades Brewing Co,154 W Utopia Ave,Salt Lake City,UT,84115,"Salt Lake City, UT, Salt Lake",www.shadesbrewing.beer,435-200-3009,BC/TR,,
Shadow Puppet Brewing Co,4771 Arroyo Vista - Suite B,Livermore,CA,94551,"Livermore, CA, Alameda",www.shadowpuppetbrewing.com/,925-453-6498,BC/TR,,
ShadowView Brewing Co,2400 Lakeshore Dr,Woodstock,IL,60098,"Woodstock, IL, McHenry",shadowviewbrewing.com,815-308-5600,BP,,
Shaft Brewery,1611 S Catalina Ave - #P3-SW3,Redondo Beach,CA,90277,"Redondo Beach, CA, Los Angeles",www.facebook.com/ShaftBrewery,310-792-8001,BC,,
Shaggy Ass Brewery (TJ Hasse Winery),708 E 3rd St,Clinton,IN,47842,"Clinton, IN, Vermillion",http://www.tjhaasewinery.com/craft-beer---hard-cider.htm,812-241-9463,BC/TR,,
Shaidzon Beer Co,141 Fairgrounds Rd,West Kingston,RI,2892,"West Kingston, RI, Washington",www.shaidzonbeer.com,401-829-3147,BC/TR,,
Shale Brewing Co,7253 Whipple Ave NW,North Canton,OH,44720,"North Canton, OH, Stark",www.shalebrewing.com,330-776-8812,BP,,
Shale Creek Brewing Co,178 W Jefferson St,Franklin,IN,46431,-1,www.shalecreekbrewing.com,317-868-2200,BP,,
Shamrock Brewing Co,108 W 3rd St,Pueblo,CO,81003,"Pueblo, CO, Pueblo",www.shamrockbrewing.com/,719-542-9974,BP,,
Shannon Brewing Co,818 N Main St - Jennifer Court,Keller,TX,76248,"Keller, TX, Tarrant",shannonbrewing.com/,817-400-1985,BC/TR,,
Shattered Oak Brewing Co,13851 Beavercreek Rd √± Suite C-104,Oregon City,OR,97045,"Oregon City, OR, Clackamas",shattered-oak.com/,971-227-6785,BC/TR,,
Shattuck Brewing Co,52106 Hwy 8,Elk River,ID,83827,"Elk River, ID, Clearwater",www.shattuckbrewery.com,,BC/TR,,
ShawneeCraft Brewing Co,1 River Rd - Shawnee Inn & Golf Resort at Shawnee on Delaware,Shawnee on Delaware,PA,18356,"Shawnee on Delaware, PA, Monroe",www.shawneecraftbrewingcompany.com/,570-424-4050,BC/TR,,
Sheaf and Kettle Brewing Co,208 Oak Ave,Eaton,CO,80615,"Eaton, CO, Weld",www.sheafandkettle.com,,BC/TR,,
Shebeen Brewing Co,1 Wolcott Rd,Wolcott,CT,6716,"Wolcott, CT, New Haven",www.shebeenbrewing.com/,203-514-2336,BC/TR,,
Sheboygan Beer Co - CLOSED 2020,1124 N 8th St,Sheboygan,WI,53081,"Sheboygan, WI, Sheboygan",,920-208-7540,BC/TR,REVISED,5/31/2021
Sheepscot Valley Brewing Co,74 Hollywood Blvd,Whitefield,ME,4353,"Whitefield, ME, Lincoln",www.sheepscotbrewing.com/,207-549-5530,BC/TR,,
Shelter Island Craft Brewery,55 N Ferry Rd,Shelter Island,NY,11964,"Shelter Island, NY, Suffolk",home.shelterislandcraftbrewery.com/,631-749-5977,BP,,
Shenandoah Valley Brewing Co,103 W Beverly St,Staunton,VA,24401,"Staunton, VA, Staunton",shenvalbrew.com/,540-887-2337,BC/TR,,
Sherman Street Beer Co,1825 E Tremont St,Allentown,PA,18109,"Allentown, PA, Lehigh",www.shermanstreetbeer.com,484-820-1124,BP,NEW,6/22/2021
Sherring Brewing Co (Six Mile Bridge Beer),11841 Dorsett Rd,Maryland Heights,MO,63043,"Maryland Heights, MO, St. Louis",sixmilebridgebeer.com/,314-942-2211,BC/TR,,
Sherwood Brewing Co,45689 Hayes Rd,Shelby Township,MI,48315,"Utica, MI, Macomb",www.sherwoodbrewing.com/,586-532-9669,BP,,
Shiny Top Brewing Co,520 Central Ave,Fort Dodge,IA,50501,"Fort Dodge, IA, Webster",www.facebook.com/ShiningNoggin/,515-302-8055,BC/TR,,
Ship Bottom Brewery,209 Glendale Rd,Wallingford,PA,19086,"Wallingford, PA, Delaware",www.shipbottombrewery.com/,610-368-5660,BC,,
Ship Bottom Brewery (Bay Village),830 N Bay Ave,Beach Haven,NJ,8008,"Beach Haven, NJ, Ocean",www.shipbottombrewery.com,609-225-9348,BC/TR,,
Shippingport Brewing Co (Sallyforth Taproom),1221 W Main St,Louisville,KY,40203,"Louisville, KY, Jefferson",www.shippingportbrewing.com,888-783-1936,BP,NEW,7/29/2021
Shipwrecked Brew Pub,7791 State Hwy 42,Egg Harbor,WI,54209,"Egg Harbor, WI, Door",www.shipwreckedmicrobrew.com,888-868-2767,BP,,
Shipyard Brewing Co,86 Newbury St,Portland,ME,4101,"Portland, ME, Cumberland",www.shipyard.com/,207-761-0807,BC/TR,,
Shire Breu-Hous,63 Flansburg Ave,Dalton,MA,1226,"Dalton, MA, Berkshire",www.shirebreuhous.com/,413-842-8313,BP,,
Shire Station Brewing Co,12913 17th Ave,Lemoore,CA,93245,"Lemoore, CA, Kings",shirestation.com/brewery.php,559-250-2797,BC,,
Shoe Tree Brewing Co,1496 Old Hot Springs Rd,Carson City,NV,89706,"Carson City, NV, Carson City",www.shoetreebrewing.com,775-222-0108,BC/TR,,
Shoe Tree Brewing Co,1758 US Rte 395 - Suite A,Minden,NV,89423,"Minden, NV, Douglas",shoetreebrewing.com,775-392-3793,BP,NEW,6/22/2021
Shoeless Brewing Co (Grape & Grains),104 Mauldin Rd - Suite A,Greenville,SC,29605,"Greenville, SC, Greenville",www.grapeandgrains.com/brewery/,864-236-5676,BC/TR,,
Shoes & Brews,63-B S Pratt Pkwy,Longmont,CO,80501,"Longmont, CO, Boulder",www.shoesbrews.com/,720-340-4290,BC/TR,,
Shooters Firehouse Brewpub,408 Mill St,Munising,MI,49862,"Munising, MI, Alger",www.facebook.com/shootersbrewpub/,906-387-3540,BP,,
Shop Beer Co,922 W 1st St,Tempe,AZ,85281,"Tempe, AZ, Maricopa",www.theshop.beer/,480-747-7316,BC/TR,,
Shoreline Brewery & Restaurant,208 Wabash St,Michigan City,IN,46360,"Michigan City, IN, LaPorte",www.shorelinebrewery.com/,219-879-4677,BP,,
Short Bus Brew House,101 S Logan Blvd,Burnham,PA,17009,"Burnham, PA, Mifflin",www.facebook.com/shortbusbeer,717-437-7426,BP,,
Short Fuse Brewing Co,5000 N River Rd,Schiller Park,IL,60176,"Schiller Park, IL, Cook",shortfusebrewing.com/,847-260-5044,BP,,
Short Snout Brewing Co,9554 SE 38th Ave,Milwaukie,OR,97222,"Portland, OR, Clackamas",,703-347-2915,BC,,
Short Story Brewing Co,5904 Fairmont Rd,Rivesville,WV,26588,"Rivesville, WV, Marion",www.shortstorybrewing.com,304-933-2165,BC/TR,,
Shorts Brewing Co,211 Industrial Park Dr,Elk Rapids,MI,49629,"Elk Rapids, MI, Antrim",www.shortsbrewing.com/,231-264-8711,BC/TR,,
Shorts Brewing Co Pub & Gourmet Deli,121 N Bridge St - M-88,Bellaire,MI,49615,"Bellaire, MI, Antrim",www.shortsbrewing.com/,231-498-2300,BP,,
Shortway Brewing Co,230 Chatham St,Newport,NC,28570,"Newport, NC, Carteret",www.shortwaybrewing.com,252-777-3065,BC/TR,,
Shotwell Run Brewing Co (Blue Quartz Winery),2585 South F T Valley Rd,Etlan,VA,22719,"Etlan, VA, Madison",www.facebook.com/lazycreekfarmandvineyards,540-923-0022,BC/TR,,
Shoug Brewing Co,1311 SE Cliffside Dr,Washougal,WA,98671,"Washougal, WA, Clark",www.shougbrewing.com,360-487-0172,BC,,
Shovel Town Brewery,50 Oliver St - Rear,North Easton,MA,2356,"North Easton, MA, Bristol",falt60.wixsite.com/shoveltownbrewery,508-205-7151,BC/TR,,
Show-Me Brewing Co,1925 E Bennett St,Springfield,MO,65804,"Springfield, MO, Greene",www.showmebrewing.com,417-315-8617,BC/TR,,
Shredder The,430 S 10th St,Boise,ID,83702,"Boise, ID, Ada",www.shredderboise.com,208-345-4355,BC/TR,NEW,10/18/2021
Shrewd Fox Brewery,552 State Rte 55,Eldred,NY,12732,"Eldred, NY, Sullivan",shrewdfoxbrewery.com/,845-557-8255,BC/TR,,
Shrub Steppe Smokehouse Brewery,2000 Logston Blvd - #122,Richland,WA,99354,"Richland, WA, Benton",www.shrubsteppesmokehousebrewery.com/,509-375-9092,BP,,
ShuBrew Brewing Co,733 Spring St,Harmony,PA,16037,"Harmony, PA, Butler",www.shubrew.com/,724-766-4426,BC/TR,,
Shunock River Brewery and Village Cafe,2 Wyassup Rd,North Stonington,CT,6359,"North Stonington, CT, New London",shunockriverbrewery.com,,BC/TR,,
Shy Bear Brewing Co,35 Meadowbrook Ln,Lewistown,PA,17044,"Lewistown, PA, Mifflin",www.shybearbrewing.com,717-242-2663,BP,,
Sibling Revelry Brewing Co,29305 Clemens Rd,Westlake,OH,44145,"Westlake, OH, Cuyahoga",siblingrevelrybrewing.com/,440-471-8589,BC/TR,,
Siblings Rivalry Brewery,234 W King St,Strasburg,VA,22657,"Strasburg, VA, Shenandoah",www.facebook.com/SiblingsRivalryBrewery,540-671-3893,BC/TR,,
Sick N Twisted Brewing Co,23851 Hwy 385,Hill City,SD,57745,"Hill City, SD, Pennington",www.nakedwinerysd.com/,605-574-2454,BP,,
Side A Brewing Co,1219 Washington Ave,Le Grande,OR,97850,"La Grande, OR, Union",sideabeer.com/,541-605-0163,BP,,
Side By Each Brewing Co (Pinky D Poutine Factory),1110 Minot Ave,Auburn,ME,4210,"Auburn, ME, Androscoggin",sidebyeachbrewing.com,207-689-3030,BP,,
Side Door Brewing Co,1419 SE Village Green Dr,Port Saint Lucie,FL,34952,"Port Saint Lucie, FL, St. Lucie",www.sidedoorbrewingcompany.com/,772-237-4517,BC/TR,,
Side Gate Brewery & Beer Garden,1822 Grant St ,Concord,CA,94520,"Concord, CA, Contra Costa",www.sidegatebrewing.com,925-349-6034,BC/TR,NEW,10/18/2021
Side Lot Brewery,110 Slocum Lake Rd,Wauconda,IL,60084,"Wauconda, IL, Lake",sidelotbrewing.com/,847-865-0281,BP,,
Side Project Brewing Co,7458 Manchester Ave,Maplewood,MO,63143,"Saint Louis, MO, St. Louis",www.sideprojectbrewing.com/,,BC,,
Side Tracked Brewing Co,609 S Green St - Suite 100,Morgantown,NC,28655,"Morganton, NC, Burke",www.sidetrackedtaproom.com/,864-386-1362,BC/TR,,
Sidellis Lake Tahoe,3350 Sandy Way,South Lake Tahoe,CA,96150,"South Lake Tahoe, CA, El Dorado",www.sidellis.com/,530-600-3999,BP,,
Sideswipe Brewing Co,2419 Scioto Harper Dr,Columbus,OH,43204,"Columbus, OH, Franklin",www.sideswipebrewing.com/,614-719-9654,BC/TR,,
Sidetrack Brewing Co,413 2nd St SW,Albuquerque,NM,87102,"Albuquerque, NM, Bernalillo",www.sidetrackbrewing.net/,505-288-6468,BC/TR,,
Sideward Brewing Co,210 N Bumby Ave,Orlando,FL,32803,"Orlando, FL, Orange",sidewardbrewing.com,,BP,,
Sideways Farm and Brewery,62 Eade Rd,Etowah,NC,28729,"Etowah, NC, Henderson",www.sidewaysfarm.com/brewery/,828-595-3445,BC/TR,,
Sierra Blanca & Rio Grande Brewing Co,1016 Industrial Loop,Moriarty,NM,87035,"Moriarty, NM, Torrance",www.sierrablancabrewery.com/,505-832-BEER,BC/TR,,
Sierra Nevada Brewing Co,100 Sierra Nevada Way,Mills River,NC,28759,"Mills River, NC, Henderson",www.sierranevada.com/blog/north-carolina-brewery/,828-681-5300,BP,,
Sierra Nevada Brewing Co,1075 E 20th St,Chico,CA,95928,"Chico, CA, Butte",www.sierra-nevada.com/,530-893-3520,BP,,
Sig Luscher Brewery,221 Mero St,Frankfort,KY,40601,"Frankfort, KY, Franklin",sigluscherbrewery.com,502-209-9138,BC/TR,,
Sigma Brewing Co,3118 Harrisburg Blvd,Houston,TX,77003,"Houston, TX, Harris",www.sigmabrewingcompany.com,346-352-3190,BC/TR,,
Sign of the Horse Brewery,979 York S,Hanover,PA,17331,"Hanover, PA, York",www.signofthehorsebrewery.com,717-969-8435,BC/TR,,
Siluria Brewing Co,145 1st Ave W,Alabaster,AL,35007,"Alabaster, AL, Shelby",www.siluriabrewing.com/,205-624-3037,BC/TR,,
Silva Brewing Co (Pour House),525 Pine St - Suite B,Paso Robles,CA,93446,"Paso Robles, CA, San Luis Obispo",www.silvabrewing.com,805-369-2337,BC/TR,,
Silvaticus Brewery & Taproom,9 Water St,Amesbury,MA,1913,"Amesbury, MA, Essex",www.silvaticusbeers.com,978-504-2337,BC/TR,,
Silver Bluff Brewing Co,1325 Newcastle St,Brunswick,GA,31520,"Brunswick, GA, Glynn",silverbluff.com,912-275-7024,BC/TR,,
Silver Branch Brewing Co,8401 Colesville Rd - Suite 150,Silver Spring,MD,20910,"Silver Spring, MD, Montgomery",www.silverbranchbrewing.com,202-841-8646,BC/TR,,
Silver City Brewery,206 Katy Penman Ave,Bremerton,WA,98312,"Bremerton, WA, Kitsap",www.silvercitybrewery.com/,360-813-1487,BC/TR,,
Silver Falls Brewery,1103 Western Ave,Silverton,OR,97381,"Silverton, OR, Marion",silverfallsbrewery.com,971-227-8765,BC,,
Silver Gulch Brewing & Bottling Co,2195 Old Steese Hwy,Fairbanks,AK,99708,"Fairbanks, AK, Fairbanks North St",www.silvergulch.com/,907-452-2739,BP,,
Silver Harbor Brewing Co,721 Pleasant St,St Joseph,MI,49085,"Saint Joseph, MI, Berrien",www.silverharborbrewing.com,269-281-7100,BP,,
Silver Lake Brewing Project,14 Borden Ave,Perry,NY,14530,"Perry, NY, Wyoming",silverlakebrewingproject.com,585-969-4238,BC/TR,,
Silver Moon Brewing,24 NW Greenwood Ave,Bend,OR,97701,"Bend, OR, Deschutes",www.silvermoonbrewing.com/,541-388-8331,BP,,
Silver Moon Brewing Co,2095 SW Badger Ave,Redmond,OR,97756,"Redmond, OR, Deschutes",silvermoonbrewing.com/,,BC/TR,,
Silver Reef Brewing Co,4391 S Enterprise Dr,St George,UT,84790,"Saint George, UT, Washington",www.facebook.com/Silver-Reef-Brewing-Co-577740872641321,702-493-5603,BC,,
Silver Spruce Brewing Co,438 E Eighth St,Traverse City,MI,49684,"Traverse City, MI, Grand Traverse",silversprucebrewing.com,231-252-3552,BC/TR,,
Silverking Brewing Co,325 E Lemon St,Tarpon Springs,FL,34689,"Tarpon Springs, FL, Pinellas",www.silverkingbrewing.com/,727-422-7598,BC/TR,,
Simple Days Beer,226 Main St,East Greenville,PA,18041,"East Greenville, PA, Montgomery",www.simpledaysbeer.com,,BC/TR,,
Simple Machine Brewing Co,701 W Deer Valley Rd - Suite 1,Phoenix,AZ,85027,"Phoenix, AZ, Maricopa",www.simplemachinebrewing.com,623-469-9199,BC/TR,,
Simple Roots Brewing Co,1127 North Ave - Suite 8,Burlington,VT,5408,"Burlington, VT, Chittenden",www.simplerootsbrewing.com,802-399-2658,BC/TR,,
Simplicity Brewing Co,2473 Camden Rd,Warren,ME,4864,"Warren, ME, Knox",www.facebook.com/simplicitybrewingco/,207-273-0143,BC/TR,,
Sinepuxent Brewing Co,8816 Stephen Decatur Hwy,Berlin,MD,21811,"Berlin, MD, Worcester",www.sinbrewing.com,443-513-3038,BC/TR,NEW,5/2/2021
Sing Sing Kill Brewery,75 Spring St,Ossining,NY,10562,"Ossining, NY, Westchester",www.singsingkillbrewery.com,914-502-0577,BC/TR,,
Singin River Brewing Co,526 E College St,Florence,AL,35630,"Florence, AL, Lauderdale",www.singinriverbrewing.com/,,BC,,
Singing Hops Brewing Co,4817 Rural Rd SW,Tumwater,WA,98512,"Olympia, WA, Thurston",www.facebook.com/singinghops/,360-924-1072,BC,,
Single Hill Brewing Co,102 N Naches Ave,Yakima,WA,98901,"Yakima, WA, Yakima",singlehillbrewing.com,,BC/TR,,
SingleCut Beersmiths,19-33 37th St,Astoria,NY,11105,"Astoria, NY, Queens",www.singlecutbeer.com/,917-226-2509,BP,,
Singlecut Beersmiths (Singlecut North),6 Fairchild Sq,Clifton Park,NY,12065,"Clifton Park, NY, Saratoga",www.singlecutbeer.com,,BC/TR,,
SingleSpeed Brewing Co,325 Commercial St,Waterloo,IA,50701,"Waterloo, IA, Black Hawk",www.singlespeedbrewing.com/taprooms/waterloo/,319-883-3604,BP,,
SingleSpeed Brewing Co,128 Main St,Cedar Falls,IA,82520,"Lander, WY, Fremont",www.singlespeedbrewing.com/,319-266-3581,BC/TR,,
Sinistral Brewing Co,9419 Main St,Manassas,VA,20110,"Manassas, VA, Manassas",www.sinistralbrewingcompany.com,703-686-4575,BC/TR,,
Siren Rock Brewing Co,310 S Goliad St,Rockwall,TX,75087,"Rockwall, TX, Rockwall",www.sirenrock.com,972-522-8843,BP,NEW,7/29/2021
Siskiyou Brew Works,110 Squaw Valley Rd,McCloud,CA,96057,"McCloud, CA, Siskiyou",www.siskiyoubrewworks.com/,530-925-5894,BP,,
Sister Lakes Brewing Co,92500 CR 690,Dowagiac,MI,49047,"Dowagiac, MI, Cass",www.sisterlakesbrewing.com/,269-332-5135,BP,,
Sisu Brewing Co (Times Theatre),133 Broadway St,Seaside,OR,97138,"Seaside, OR, Clatsop",www.sisubeer.com,503-739-7188,BP,,
Sisyphus Brewing Co,712 Ontario Ave W,Minneapolis,MN,55403,"Minneapolis, MN, Hennepin",www.sisyphusbrewing.com/,612-444-8674,BC/TR,,
Site-1 Brewing Co,2566 Farnam St,Omaha,NE,68131,"Omaha, NE, Douglas",site1brewing.com,402-502-1843,BP,NEW,6/22/2021
